frame,time,elbow_l,elbow_r,shoulder_l,shoulder_r,stance,wrist_speed
0,0.0,135.43448559240582,155.7738464312797,44.24878901450263,42.61289761484277,18.897545560096592,0.0
1,0.03333333333333333,134.91088367436106,157.76416273717587,44.272325600445626,43.25057256815961,12.88760585964498,1.7899590604533815
2,0.06666666666666667,133.0722806093086,158.12649357241145,44.00968617576181,43.372152742802726,15.172820175013396,1.674658136662266
3,0.1,130.63014557257472,158.86873368612314,43.316072991529445,42.7316606978012,14.322524642853208,0.6444824291720138
4,0.13333333333333333,128.0397781452742,157.61902736838294,42.49124384014716,41.345395307610715,13.744171422484486,0.572454089798518
5,0.16666666666666666,123.4944663870716,157.56188730243318,41.1946934723719,40.53405545403279,11.813285959605919,0.23512817224880858
6,0.2,113.46355261561366,155.21514426781644,39.93100758870707,39.71687671847702,7.808880512568497,2.1082801097522377
7,0.23333333333333334,104.12194961230007,152.72457581838674,39.505113299659904,38.41612712294297,7.938447450536029,4.089741085264179
8,0.26666666666666666,100.44856710139385,147.13401406250097,39.20040878523773,36.013448668269376,7.566211286668783,1.5161815916689634
9,0.3,96.38229881521006,143.8216868908131,38.44326778032036,34.188161735771274,8.415359495967211,0.9680871261291731
10,0.3333333333333333,92.23986659246977,142.60312383647693,38.03178351618802,32.939211577189575,7.57708333338632,0.9511561643253804
11,0.36666666666666664,94.19609741727606,140.73921156537506,37.83132621795172,31.45032000297824,6.130685873854281,4.612546770719298
12,0.4,95.86666432719083,136.4603442305843,37.3976359402344,29.838503112566368,5.808739830679898,2.890994028721699
13,0.43333333333333335,99.16828046661759,133.9104773856702,36.53346281986937,28.315244825140425,5.840548187184315,7.092147432692333
14,0.4666666666666667,96.3606434154473,131.3359843350463,35.40473436916858,26.810162632899292,4.552913475963703,2.134865989683589
15,0.5,92.61906752179972,131.34976886466364,34.61036735950337,26.853782845402968,9.60451374027709,1.4665291113048122
16,0.5333333333333333,88.76581832565404,127.9660133468679,34.435241438592016,26.57911453681246,10.33548290775214,2.2646936759030663
17,0.5666666666666667,85.95842612901333,125.60415187519824,34.21516781778967,25.765315441564574,4.76665740677792,3.1621200850394895
18,0.6,84.49567346583234,125.7270982270875,33.93350547901548,25.141982629150547,2.7004322195309216,2.1860182059159996
19,0.6333333333333333,80.26561466852334,124.75764829478571,33.561606845321535,23.743883133870987,3.9609278791754514,2.5618947270851793
20,0.6666666666666666,75.08599857656309,120.98786716017649,33.62305428716173,22.2661945182253,5.67127978221743,2.106147039097552
21,0.7,70.50518082986338,120.5298508662589,33.452942122789175,21.730477279845577,6.50059573667811,2.1056888504101576
22,0.7333333333333333,66.30039964617072,120.6808052869399,32.85686972191769,21.49678756625912,2.6974960531874346,1.9778833392087967
23,0.7666666666666667,60.50839736849642,117.46558207025599,31.766817666483554,21.041834055550787,6.101072584506769,2.929510433087397
24,0.8,56.09177660904751,113.45028845746246,30.689607804283597,21.006633244274553,16.023732867097397,1.5902715406471706
25,0.8333333333333334,53.83741860207982,114.93235353926174,29.975069851640562,20.86523705168638,21.14074244341291,1.4615470325280944
26,0.8666666666666667,51.08894605388399,111.99901027709312,29.59488636856055,20.511510467541772,23.61069128013974,1.4307956849019128
27,0.9,48.768545212093066,124.34098957620722,29.73075196609578,19.147011363069463,25.322914926915896,0.7665994471615858
28,0.9333333333333333,48.94772924620573,140.0159198473065,30.462244131134003,18.181336385010194,15.900926549916598,1.616694365983924
29,0.9666666666666667,49.55634815921675,148.59801405156168,31.271213215489457,17.195588873015133,4.2682580613246515,2.732849611763185
30,1.0,49.034259476406966,154.22423885284886,32.350901692952014,16.25614742155912,7.128541199644936,2.082806852414455
31,1.0333333333333334,49.091751549625386,159.58115256013215,33.69742613802227,14.239376435975256,20.757732260851974,1.3679973710041502
32,1.0666666666666667,48.16473930794038,160.6051874521592,35.02971560447944,13.239910586073064,23.949329910235104,5.28932189977484
33,1.1,47.84662946527827,167.49468741343375,36.127469226419166,14.899960418379962,24.56439024957112,5.5830896386357605
